"UHH_ThetaEvolve:evolve:Total energy","UHH_ThetaEvolve:evolve:Energy calc count","UHH_ThetaEvolve:evolve:Max dm/dt","UHH_ThetaEvolve:evolve:dE/dt","UHH_ThetaEvolve:evolve:Delta E","UHH_ThetaEvolve:evolve:Temperature","Oxs_CubicAnisotropy::Energy","Oxs_UniformExchange::Energy","Oxs_UniformExchange::Max Spin Ang","Oxs_UniformExchange::Stage Max Spin Ang","Oxs_UniformExchange::Run Max Spin Ang","Oxs_ScriptUZeeman::Energy","Oxs_ScriptUZeeman::B","Oxs_ScriptUZeeman::Bx","Oxs_ScriptUZeeman::By","Oxs_ScriptUZeeman::Bz","Oxs_Demag::Energy","Oxs_TimeDriver::Iteration","Oxs_TimeDriver::Stage iteration","Oxs_TimeDriver::Stage","Oxs_TimeDriver::mx","Oxs_TimeDriver::my","Oxs_TimeDriver::mz","Oxs_TimeDriver::Last time step","Oxs_TimeDriver::Simulation time"
1.7746612881974594e-20,8605,1.3666394348604405,-1.1500607802190775e-16,-1.7406424572458158e-30,0,-3.1921720332245301e-21,7.1343709358387708e-21,16.368005516396877,16.368091649706415,16.368091649706415,0,0,0,0,0,1.3804413979360355e-20,6500,6500,0,0.19174486198240975,0.14925070415929928,9.0258236290829218e-05,3.4486253830590069e-14,2.8782456055271996e-10
1.7746612247479532e-20,9266,1.382435974316865,-1.1504205413477555e-16,-1.7512513072085499e-30,0,-3.1921724474647851e-21,7.1343714664852636e-21,16.36922445355464,16.36922445355464,16.36922445355464,0,0,0,0,0,1.3804413228459054e-20,7000,7000,0,0.19177571252348621,0.14925082010704999,9.0274423011275188e-05,3.3637462186316026e-14,3.09981557660744e-10
1.7746611612803126e-20,9927,1.3869254394777022,-1.1505080830748928e-16,-1.7581370548273777e-30,0,-3.192172873879238e-21,7.1343719886161457e-21,16.370910921030141,16.371116973098754,16.371116973098754,0,0,0,0,0,1.3804412498066219e-20,7500,7500,0,0.19180657059131845,0.14925093664186445,9.0290503439621118e-05,3.2809561394928771e-14,3.3213937284139667e-10
1.7746610976209588e-20,10588,1.3821985830765715,-1.1502318026698954e-16,-1.7617689771412041e-30,0,-3.1921733230763685e-21,7.1343725502960474e-21,16.372493906859372,16.372493906859372,16.372493906859372,0,0,0,0,0,1.3804411748989911e-20,8000,8000,0,0.19183739356220805,0.14925105388189314,9.0306488667101371e-05,3.2002037281085802e-14,3.5426739538618543e-10
1.7746610339488563e-20,11249,1.3675406387233831,-1.1499074428221915e-16,-1.762831461339616e-30,0,-3.1921738043599504e-21,7.1343728541377444e-21,16.373794637152212,16.374122518232753,16.374122518232753,0,0,0,0,0,1.3804411289710767e-20,8500,8500,0,0.19186822432586156,0.14925117224696002,9.0322433768975471e-05,3.121438832456633e-14,3.7639642204360811e-10
1.7746609704369945e-20,11909,1.3431605805995548,-1.1498543100869936e-16,-4.6347729500171693e-32,0,-3.1921743296112709e-21,7.1343733415777066e-21,16.375732889917991,16.375732889917991,16.375732889917991,0,0,0,0,0,1.3804410692403507e-20,9000,9000,0,0.19189910542218028,0.14925129213307017,9.0338392146326995e-05,6.0892250697594487e-14,3.9855696795111298e-10
1.774660906720381e-20,12570,1.311992633311869,-1.1498144223262492e-16,-2.0938248865447223e-31,0,-3.1921749025958096e-21,7.1343733512609905e-21,16.376680384364157,16.377107897245654,16.377107897245654,0,0,0,0,0,1.3804410618538628e-20,9500,9500,0,0.19192995069442628,0.14925141340065684,9.0354349498045003e-05,5.9393542434091646e-14,4.2068719428264575e-10
1.7746608429766965e-20,13231,1.274966739032926,-1.150067125889557e-16,-3.6215091630179387e-31,0,-3.1921755339212682e-21,7.1343736571831884e-21,16.378901430280322,16.378901430280322,16.378901430280322,0,0,0,0,0,1.3804410306505044e-20,10000,10000,0,0.19196080301013274,0.14925153636960653,9.0370355663142265e-05,5.7931721072179219e-14,4.4281786440960731e-10
-1.0615405020435863e-19,13890,729.72900378384725,-1.8247604878402972e-11,-9.7235591155194875e-25,0,-3.912544032327491e-21,7.8442417479422393e-21,17.57084338370024,17.57084338370024,17.57084338370024,-1.5078101817683743e-19,29.999999996039016,29.999999996039016,0,0,4.0695270256864053e-20,10500,10500,0,0.23530121441439675,0.1283597838079695,0.068110901373330729,1.6599788828488567e-13,5.6794402266873739e-10
-1.066379790030744e-19,14552,1023.0715874283289,-3.8715949107947074e-11,-1.4494943698101452e-24,0,-4.6877130296705868e-21,1.0673433555702775e-20,21.072417566245079,21.088238271804418,21.088238271804418,-1.8769226283545482e-19,29.999999996039016,29.999999996039016,0,0,7.5068563306348218e-20,11000,11000,0,0.29290303192920775,0.078466158531140223,0.10124208703533701,8.0956135705848225e-14,6.3589773515288023e-10
-1.0716880795911323e-19,15213,1166.2341650035473,-4.9202837479499332e-11,-1.2917307869967768e-24,0,-6.362488323355014e-21,1.3590489322791055e-20,22.56861200038114,23.215580279267289,23.215580279267289,-2.0851354687694976e-19,29.999999996039016,29.999999996039016,0,0,9.4116737918400491e-20,11500,11500,0,0.32539567244769085,0.039045760160809996,0.10988868232574275,7.8963605816188751e-14,6.834190031085588e-10
-1.0769113255087762e-19,15874,1061.3781617767702,-5.6942941545795447e-11,-1.1347396497900272e-24,0,-7.0582890425491339e-21,1.6356748225163868e-20,25.618924401332652,25.618924401332652,25.618924401332652,-2.2512237405664761e-19,29.999999996039016,29.999999996039016,0,0,1.0813278232315524e-19,12000,12000,0,0.35131456630207719,0.017717507336396345,0.10852025205232613,7.7020116994591034e-14,7.2314240460165175e-10
-1.0825671909824042e-19,16535,1159.6542083342199,-6.7485254406085133e-11,-1.2619359541754865e-24,0,-7.1704464318554642e-21,1.9401774668817768e-20,27.36112637111491,27.36112637111491,27.36112637111491,-2.4406199363266965e-19,29.999999996039016,29.999999996039016,0,0,1.2357394629746697e-19,12500,12500,0,0.38087077663060837,0.011197762567683121,0.10397777249390092,7.5124462219585357e-14,7.5987530989140924e-10
-1.0892367288213305e-19,17196,1414.9617786944375,-8.1292001705917753e-11,-1.5627055982271031e-24,0,-7.3547438281581986e-21,2.3345177608098039e-20,28.13124285948081,28.13124285948081,28.13124285948081,-2.6580310751782813e-19,29.999999996039016,29.999999996039016,0,0,1.4088900085575527e-19,13000,13000,0,0.41479885698021662,0.016272524245957459,0.10021416617566234,7.3275464177472676e-14,7.9585126624536596e-10
-1.097103094567314e-19,17857,1682.9328050042418,-9.6382598783757257e-11,-1.837056295073216e-24,0,-7.8287175413421091e-21,2.8463881799603403e-20,28.388687408253226,28.989258317603362,28.989258317603362,-2.8723645216351943e-19,29.999999996039016,29.999999996039016,0,0,1.5689097844852672e-19,13500,13500,0,0.44824664825443822,0.030837647972623367,0.099706394464800369,7.1471974531143627e-14,8.3148144511810405e-10
-1.1059680799959587e-19,18518,1825.2565043954908,-1.0996084123084128e-10,-1.9548601835227606e-24,0,-8.6416828278423567e-21,3.4328108161128174e-20,29.072139602922221,29.949881766837333,29.949881766837333,-3.0538171452624034e-19,29.999999996039016,29.999999996039016,0,0,1.690984811933587e-19,14000,14000,0,0.47656322497902726,0.050887577856473368,0.10344791182140077,6.9712873206893913e-14,8.6604366308422895e-10
-1.1155184653996763e-19,19179,1463.9971419032775,-1.2108590057327311e-10,-1.9495354678312659e-24,0,-9.7004972038243776e-21,3.9876910554332377e-20,32.9923120604088,32.9923120604088,32.9923120604088,-3.2032623818343924e-19,29.999999996039016,29.999999996039016,0,0,1.7859797829296365e-19,14500,14500,0,0.49988489111381523,0.070192370616446065,0.11116063064086405,6.7997067698791473e-14,8.9897026595370574e-10
-1.125481042719574e-19,19840,1597.1719120746091,-1.3124241912967319e-10,-1.965706012674309e-24,0,-1.0657850817603261e-20,4.4244919700773702e-20,36.040222759467241,36.119251464954289,36.119251464954289,-3.3427524258690076e-19,29.999999996039016,29.999999996039016,0,0,1.8814006943177297e-19,15000,15000,0,0.5216530003605433,0.08309147253715464,0.12188331830878844,6.6323492390165875e-14,9.3042713243851314e-10
-1.1358221234884751e-19,20501,1623.9782567543689,-1.4184842112174229e-10,-2.0685611443201173e-24,0,-1.1053930961933726e-20,4.7254592156188351e-20,37.734409918071279,38.567459958484413,38.567459958484413,-3.4937712086290078e-19,29.999999996039016,29.999999996039016,0,0,1.9959424731979863e-19,15500,15500,0,0.54522022613768717,0.085493775710343875,0.13413491485997095,6.4691107891797695e-14,9.6089665814034544e-10
-1.1467480149014462e-19,21162,1575.9346433942251,-1.5294649813706218e-10,-2.2370516872799271e-24,0,-1.0612005601221524e-20,4.9234977747085843e-20,39.703022344977867,39.909651789429994,39.909651789429994,-3.6638723356631042e-19,29.999999996039016,29.999999996039016,0,0,2.1308945993030145e-19,16000,16000,0,0.57176534584064531,0.073958426153700504,0.14612894505760166,6.3098900396396117e-14,9.9069757905495595e-10
-1.1584110474322188e-19,21823,1620.9165057893524,-1.6519750600889181e-10,-2.4792104597525382e-24,0,-9.7464489607577393e-21,5.0610135198605267e-20,43.365987103453875,43.365987103453875,43.365987103453875,-3.841483170650277e-19,29.999999996039016,29.999999996039016,0,0,2.2744352608395834e-19,16500,16500,0,0.59948239250272761,0.044904723031181759,0.15617803282994788,6.1545881048964676e-14,1.0201704509644264e-09
-1.1709551557724908e-19,22484,1632.8040204565293,-1.7803170195520638e-10,-2.7403792912609761e-24,0,-9.3931706979887308e-21,5.186280887217955e-20,49.333586090661441,49.346978145931587,49.346978145931587,-3.9887413538640323e-19,29.999999996039016,29.999999996039016,0,0,2.3930898163496331e-19,17000,17000,0,0.62246275817582342,-0.0047589921781230893,0.16193547199169692,6.0031085332663626e-14,1.0494404249641779e-09
-1.1841068442896983e-19,23145,1613.1228555724369,-1.8742338090980719e-10,-2.801814355046739e-24,0,-9.0010393693629401e-21,5.3252902042767759e-20,48.542203388857899,49.617723305638656,49.617723305638656,-4.0358054587676177e-19,29.999999996039016,29.999999996039016,0,0,2.4091799877438713e-19,17500,17500,0,0.62980734383590453,-0.073073959708001651,0.15925971815373322,5.8553572469788796e-14,1.0783485798646282e-09
-1.1972018053881632e-19,23806,1567.8881774210606,-1.8832671948580365e-10,-2.4828888171565264e-24,0,-8.5825251841343349e-21,5.5202247574251176e-20,60.177984366821796,60.177984366821796,60.177984366821796,-3.9169726654817181e-19,29.999999996039016,29.999999996039016,0,0,2.2535736361923866e-19,18000,18000,0,0.61126290043678011,-0.14440767031235652,0.14554890448147717,5.7112424837491695e-14,1.1059308006184953e-09
-1.209144887787101e-19,24467,1360.0689482841028,-1.8209765678941885e-10,-1.9239317507719549e-24,0,-9.1838402230720683e-21,5.834875543855908e-20,72.129052443167154,72.129052443167154,72.129052443167154,-3.6618974884410482e-19,29.999999996039016,29.999999996039016,0,0,1.9611034484990768e-19,18500,18500,0,0.57145716119296786,-0.19922903140036019,0.12337075157653025,5.5706747397882655e-14,1.1317402379460873e-09
-1.2196787160703307e-19,25128,1411.9881502368414,-1.7190887958233594e-10,-1.3563751948137015e-24,0,-9.2024082314413064e-21,6.1014568054106716e-20,77.430254054817297,77.430810119495789,77.430810119495789,-3.3766170391007451e-19,29.999999996039016,29.999999996039016,0,0,1.6388167248037604e-19,19000,19000,0,0.52693774025383411,-0.22921288028072676,0.09764385749549967,5.4335667142158771e-14,1.1555570365511099e-09
-1.2290102235699408e-19,25789,1353.609218647636,-1.6310512114682284e-10,-1.0130099666708718e-24,0,-9.0518854295525302e-21,6.2691328458913131e-20,74.447696269495452,77.430810119495789,77.430810119495789,-3.1322651697014736e-19,29.999999996039016,29.999999996039016,0,0,1.3668605158379265e-19,19500,19500,0,0.48880542604791422,-0.23861465398699744,0.072233922829251285,5.299833254841367e-14,1.1778082220164672e-09
-1.2375464483271044e-19,26450,1366.9501020371088,-1.5648926363690815e-10,-8.6371443758871409e-25,0,-9.1594447379478555e-21,6.47878880906752e-20,67.352823275144971,77.430810119495789,77.430810119495789,-2.9461580975846375e-19,29.999999996039016,29.999999996039016,0,0,1.15232721573026e-19,20000,20000,0,0.45976249968377453,-0.23432318279156136,0.048738296684178575,5.169391305279292e-14,1.1990328970926877e-09
-1.2454996269928862e-19,27111,1335.0296094375913,-1.5135250798114597e-10,-8.2539705809722302e-25,0,-9.1185698761787287e-21,6.7892204711201794e-20,78.076332748869561,78.076332748869561,78.076332748869561,-2.8146883730447913e-19,29.999999996039016,29.999999996039016,0,0,9.8145239770167437e-20,20500,20500,0,0.43924600084525933,-0.22117445840765099,0.027393326370202257,5.0421598533663731e-14,1.2196488776761949e-09
-1.253023485720016e-19,27772,1420.820753403196,-1.4717990685616661e-10,-8.5068964344409398e-25,0,-8.6334353249906594e-21,7.109765467590101e-20,89.454026517002418,89.454026517002418,89.454026517002418,-2.7318777319852744e-19,29.999999996039016,29.999999996039016,0,0,8.5421205275615463e-20,21000,21000,0,0.42632299193913409,-0.20210590019943225,0.0082343665613325203,4.9180598808481925e-14,1.239868857240485e-09
-1.2602390830577638e-19,28433,1464.1906286427572,-1.4340921425317119e-10,-8.9877927281959135e-25,0,-7.8345752001618906e-21,7.3679467632567056e-20,96.460049043647885,96.460049043647885,96.460049043647885,-2.6914074727081775e-19,29.999999996039016,29.999999996039016,0,0,7.7271946532636227e-20,21500,21500,0,0.42000740840566964,-0.17910740327670954,-0.0086326735850889586,4.7970143143042011e-14,1.2598386388979297e-09
-1.2672541435200256e-19,29094,1398.7797959552615,-1.4039506988027358e-10,-9.7654452436909161e-25,0,-7.0345369750530662e-21,7.5476553989244879e-20,99.991139744546373,99.991139744546373,99.991139744546373,-2.6870271766505013e-19,29.999999996039016,29.999999996039016,0,0,7.3535286298855764e-20,22000,22000,0,0.41932384160506814,-0.1536068763735664,-0.023096510405171432,4.6789479772805902e-14,1.2797262402500746e-09
-1.2742133064956772e-19,29755,1367.7748868334179,-1.3845420550495653e-10,-1.0926750339605861e-24,0,-6.5069683294610194e-21,7.6861417453078302e-20,100.26910633409332,100.53372152921082,100.53372152921082,-2.713061710304595e-19,29.999999996039016,29.999999996039016,0,0,7.3530391257274485e-20,22500,22500,0,0.42338665896735456,-0.12674053925644027,-0.035010689422311579,4.5637875436011866e-14,1.299587161055906e-09
-2.1241137408641336e-20,30416,1477.2425976588122,5.3891699725834319e-09,2.447371886263161e-22,0,-6.3753720771696343e-21,7.8123400119403961e-20,98.454534797187918,100.53372152921082,100.53372152921082,-1.6841029528258795e-19,18.285665237735849,18.285665237735849,0,0,7.5421129831712308e-20,23000,23000,0,0.43117803030214491,-0.099750861452617606,-0.042200753713281407,4.4514614918276484e-14,1.3195238912664164e-09
9.2036429808562093e-20,31077,1472.0414021967899,5.5169173003718987e-09,2.4403612242291868e-22,0,-6.6155385625274096e-21,7.8660951707483539e-20,93.366729527881944,100.53372152921082,100.53372152921082,-5.7000472295812747e-20,6.0497535941449101,6.0497535941449101,0,0,7.6991488959418708e-20,23500,23500,0,0.44110250038159898,-0.072633542341339508,-0.043819126460921551,4.3419000608403391e-14,1.3399170773417607e-09
1.4866053200648851e-19,31738,1381.6933882852056,-1.350737605366189e-10,-1.5121966294925415e-24,0,-7.1866130338524396e-21,7.8330674535278967e-20,85.307003515779599,100.53372152921082,100.53372152921082,0,0,0,0,0,7.7516470505061979e-20,24000,24000,0,0.45124997392131599,-0.044687660852695835,-0.042345848195902765,4.2350352065126265e-14,1.3606236701594639e-09
1.479720396421464e-19,32399,1222.1414892999978,-1.3222501983016885e-10,-1.5067162587768912e-24,0,-7.9537838491795524e-21,7.7900622384931739e-20,75.850611764316,100.53372152921082,100.53372152921082,0,0,0,0,0,7.802520110639421e-20,24500,24500,0,0.46032866218015195,-0.015484995791257184,-0.040992259752769079,4.1308005594514345e-14,1.3813020197992365e-09
1.4730061837324702e-19,33060,1271.6682595136788,-1.2897589354329298e-10,-1.4867407463372584e-24,0,-8.638599166382854e-21,7.7399501015580027e-20,66.543720432482601,100.53372152921082,100.53372152921082,0,0,0,0,0,7.8539716524049852e-20,25000,25000,0,0.46777767335749776,0.013387097737379878,-0.040126324853344615,4.0291313837778878e-14,1.4017245739083298e-09
1.4665518685609701e-19,33721,1205.154388785121,-1.2616805917085624e-10,-1.4813804690221312e-24,0,-9.1669742925676903e-21,7.6526592405843254e-20,58.89784345209479,100.53372152921082,100.53372152921082,0,0,0,0,0,7.9295568742821455e-20,25500,25500,0,0.47341241658305866,0.040902704427520691,-0.039626163461487271,3.9299645369225382e-14,1.422063075779726e-09
1.4602417618061607e-19,34382,1257.8875159127419,-1.2378447562794867e-10,-1.4898406594335098e-24,0,-9.5445263859829974e-21,7.5434487408017543e-20,53.519137641004932,100.53372152921082,100.53372152921082,0,0,0,0,0,8.0134215158581536e-20,26000,26000,0,0.47742929637617926,0.065974375034422203,-0.039327808419642563,3.8332384304100716e-14,1.4422617424497877e-09
1.4540714295907901e-19,35043,1202.6880089417052,-1.2162770474617525e-10,-1.5016864940802382e-24,0,-9.8002017566561409e-21,7.4405754807124632e-20,49.585217669773243,100.53372152921082,100.53372152921082,0,0,0,0,0,8.0801589908610516e-20,26500,26500,0,0.48040472061448408,0.087975830551495451,-0.039081570104853386,3.7388929916092932e-14,1.4624052524020422e-09
1.4480501008434433e-19,35704,1311.4612489355604,-1.1902559497858737e-10,-1.4918655609015573e-24,0,-9.9850373263482851e-21,7.3701448501295788e-20,47.998096085502219,100.53372152921082,100.53372152921082,0,0,0,0,0,8.108859890939683e-20,27000,27000,0,0.48297917116296268,0.10644694298530558,-0.038825180218771203,3.6468696264243617e-14,1.4824938061900625e-09
1.442159836182518e-19,36365,1429.2064116617373,-1.1676401925785367e-10,-1.4911649948711625e-24,0,-1.0175667464957737e-20,7.2501825752714387e-20,50.572602311550888,100.53372152921082,100.53372152921082,0,0,0,0,0,8.1889825330495144e-20,27500,27500,0,0.48551074589892756,0.12114072492174714,-0.038594858207298591,3.5571111829044718e-14,1.5024998412086116e-09
1.4363222927303982e-19,37026,1366.4810086459129,-1.1480401486944034e-10,-1.4950686410205313e-24,0,-1.0313401076062332e-20,7.1308052922536945e-20,53.167719755547111,100.53372152921082,100.53372152921082,0,0,0,0,0,8.2637577426565198e-20,28000,28000,0,0.48831662659233099,0.13185573572665799,-0.038450411832745578,3.4695619157490835e-14,1.522534593318683e-09
1.4306596680136068e-19,37687,1396.5066259602565,-1.1215062808158859e-10,-1.4696853522991902e-24,0,-1.0330515933416071e-20,7.1066252309597288e-20,55.610794205346345,100.53372152921082,100.53372152921082,0,0,0,0,0,8.2330230425179475e-20,28500,28500,0,0.49134066990240444,0.13849671966431257,-0.038460930777383835,3.3841674516867982e-14,1.542514266210841e-09
1.4251121740739805e-19,38348,1422.0016707841999,-1.1076925241827298e-10,-1.4836993502875053e-24,0,-1.034833311391753e-20,7.037483061316281e-20,57.170047504274933,100.53372152921082,100.53372152921082,0,0,0,0,0,8.2484719908152764e-20,29000,29000,0,0.49410385338682988,0.14143937961366393,-0.038658348193978273,3.3008747557063577e-14,1.5624667836830769e-09
1.4196303593788449e-19,39009,1280.0919648271899,-1.0809387114533539e-10,-1.4492302386238342e-24,0,-1.0259576441248914e-20,7.092367473560785e-20,57.655992075473044,100.53372152921082,100.53372152921082,0,0,0,0,0,8.1298937643525551e-20,29500,29500,0,0.49650281062471563,0.1404867609849195,-0.039045082549636297,3.2196320981187325e-14,1.5824473740842528e-09
1.4143689958072186e-19,39670,1162.7329025017518,-1.0476520613468832e-10,-1.3936566341476063e-24,0,-9.9548529510216627e-21,7.1889491145350147e-20,56.042002457446216,100.53372152921082,100.53372152921082,0,0,0,0,0,7.9502261386393401e-20,30000,30000,0,0.49838643979741348,0.13594072852771277,-0.03953046531436382,3.1403890224299621e-14,1.6022083978282604e-09
1.4092593873553717e-19,40331,1167.8354740551895,-1.0313596187313629e-10,-1.3903678159824275e-24,0,-9.4788946219512636e-21,7.0974949620907757e-20,52.393234911796405,100.53372152921082,100.53372152921082,0,0,0,0,0,7.9429883736580676e-20,30500,30500,0,0.49961774498800487,0.1285564619855801,-0.040002210863856393,3.0630963140046686e-14,1.6218878147011444e-09
1.4041844840564566e-19,40992,1156.2531075772911,-1.0220768842914656e-10,-1.4024060353201627e-24,0,-8.9800438638191946e-21,6.9245824467527978e-20,52.782082323142092,100.53372152921082,100.53372152921082,0,0,0,0,0,8.0152667801936882e-20,31000,31000,0,0.50025982902671107,0.11849439616927344,-0.040396203819022862,2.9877059695008653e-14,1.6417323523043248e-09
1.3991401126962753e-19,41653,1167.8116725726004,-1.0054519900042847e-10,-1.3869048184807713e-24,0,-8.6125648418702791e-21,6.8466790573511953e-20,57.838126940915387,100.53372152921082,100.53372152921082,0,0,0,0,0,8.0059785537985847e-20,31500,31500,0,0.50039760570891056,0.10586884415962569,-0.040597651799738392,2.9141711670570465e-14,1.6616879071329147e-09
1.3941865943545774e-19,42314,1285.6363628646493,-9.841456846878706e-11,-1.3553139500672495e-24,0,-8.2510262352895152e-21,6.8714510827626806e-20,61.880184699094222,100.53372152921082,100.53372152921082,0,0,0,0,0,7.895517484312044e-20,32000,32000,0,0.50022105103024739,0.091444839259936045,-0.040414917046206582,2.8424462372130256e-14,1.6816443409777414e-09
1.389343006939211e-19,42975,1180.0302972845004,-9.6531951003887591e-11,-1.329401558192649e-24,0,-7.8050825218956744e-21,6.8941944178538519e-20,64.073227941982566,100.53372152921082,100.53372152921082,0,0,0,0,0,7.7797439037278263e-20,32500,32500,0,0.49994578682313584,0.076504156700389153,-0.03979230903616144,2.7724866345465123e-14,1.701518834709452e-09
1.3845529410239113e-19,43635,1176.3215917398961,-9.5863407367032847e-11,-1.5020076399054718e-25,0,-7.5052708108148624e-21,6.8129453653747639e-20,64.3766121392146,100.53372152921082,100.53372152921082,0,0,0,0,0,7.7831111259458352e-20,33000,33000,0,0.49945864856308581,0.061860995166890455,-0.038839416115538497,5.4084978200155678e-14,1.7214767085372152e-09
1.3797170094596721e-19,44296,1210.8827017236631,-9.5944548623550468e-11,-3.4689102259562654e-25,0,-7.5415776751386236e-21,6.6919724089418094e-20,62.706076972490976,100.53372152921082,100.53372152921082,0,0,0,0,0,7.859355453168772e-20,33500,33500,0,0.49859623849018225,0.047444005502088243,-0.037693955662490244,5.2753813678704644e-14,1.7417415798259788e-09
